1.248750000000000000e+02,1.140624668584830914e+01,-7.758682316612361962e-01,1.093950060094380916e+01,0.000000000000000000e+00
2.498750000000000000e+02,2.219343718625802708e+01,1.880454183124887491e-01,2.225778138731814693e+01,0.000000000000000000e+00
3.748750000000000000e+02,3.428943694603828618e+01,-2.795927830987512408e-01,3.395319170229991101e+01,0.000000000000000000e+00
4.998750000000000000e+02,4.608543753292261869e+01,7.324457386340292586e-02,4.603494121882862800e+01,0.000000000000000000e+00
6.248750000000000000e+02,5.906179357262496410e+01,-3.256738076458507436e-01,5.851232569411424578e+01,0.000000000000000000e+00
7.498750000000000000e+02,7.141422572012459113e+01,5.867777341525979296e-01,7.139472192903802750e+01,0.000000000000000000e+00
8.748750000000000000e+02,8.346109743173958861e+01,-4.043164450447710445e-01,8.469158247102343751e+01,0.000000000000000000e+00
9.998750000000000000e+02,9.868393072650634679e+01,-3.850597037728081817e-02,9.841243005946925848e+01,0.000000000000000000e+00
1.124875000000000000e+03,1.115270835602161554e+02,-6.315877083288481408e-01,1.125668518132788307e+02,0.000000000000000000e+00
1.249875000000000000e+03,1.270362110329608925e+02,6.529346015767920619e-01,1.271644931604133291e+02,0.000000000000000000e+00
1.374875000000000000e+03,1.421908776634967921e+02,-1.624849226183067430e-01,1.422150515098520884e+02,0.000000000000000000e+00
1.499875000000000000e+03,1.576019170978825628e+02,7.322058264121905635e-01,1.577282696667781750e+02,0.000000000000000000e+00
1.624875000000000000e+03,1.724907613550543317e+02,-6.390840839629606807e-01,1.737139289922664602e+02,0.000000000000000000e+00
1.749875000000000000e+03,1.905536837292313805e+02,-5.771050141842740677e-01,1.901818423092371120e+02,0.000000000000000000e+00
1.874875000000000000e+03,2.068745684867266164e+02,-1.855719449671624222e-01,2.071418465569090017e+02,0.000000000000000000e+00
1.999875000000000000e+03,2.249987124714668028e+02,4.866837531040531240e-02,2.246037951964748629e+02,0.000000000000000000e+00
2.124875000000000000e+03,2.424757945825344621e+02,-1.067410242855500790e+00,2.425775503712476961e+02,0.000000000000000000e+00
2.249875000000000000e+03,2.615609554186033279e+02,4.370323299464851097e-03,2.610729748250122384e+02,0.000000000000000000e+00
2.374875000000000000e+03,2.794845267105081348e+02,-1.749963340234770848e-01,2.800999235828485894e+02,0.000000000000000000e+00
2.499875000000000000e+03,2.997261066800556364e+02,-8.961558541113094911e-01,2.996682353992262051e+02,0.000000000000000000e+00
2.624875000000000000e+03,3.184293961502512502e+02,-6.560555013084078402e-01,3.197877239786794235e+02,0.000000000000000000e+00
2.749875000000000000e+03,3.403118764052205165e+02,7.703829898799475773e-01,3.404681689749464795e+02,0.000000000000000000e+00
2.874875000000000000e+03,3.602676698947757927e+02,-6.998346845959061424e-01,3.617193067749502688e+02,0.000000000000000000e+00
2.999875000000000000e+03,3.833475658608230674e+02,-1.099627622677565641e+00,3.835508210745861675e+02,0.000000000000000000e+00
3.124875000000000000e+03,4.060134175896019997e+02,-3.444254450591596739e-01,4.059723332537981833e+02,0.000000000000000000e+00
3.249875000000000000e+03,4.291061893920978036e+02,-2.096283617054255088e-01,4.289933925589892283e+02,0.000000000000000000e+00
3.374875000000000000e+03,4.540356018581899775e+02,-1.154565332324675397e+00,4.526234661013377263e+02,0.000000000000000000e+00
3.499875000000000000e+03,4.768771683323768116e+02,8.871927204878298223e-01,4.768719286801537010e+02,0.000000000000000000e+00
3.624875000000000000e+03,5.014765087171912228e+02,-1.263496002155209297e+00,5.017480524409345435e+02,0.000000000000000000e+00
3.749875000000000000e+03,5.270255690063927432e+02,-1.455976029576077913e-01,5.272609963783216926e+02,0.000000000000000000e+00
3.874875000000000000e+03,5.521926634076813798e+02,-1.135138987985603309e+00,5.534197956946840122e+02,0.000000000000000000e+00
3.999875000000000000e+03,5.804936640740356779e+02,3.441508145304115196e-01,5.802333510255796227e+02,0.000000000000000000e+00
4.124875000000000000e+03,6.078052278627060332e+02,-1.592250824221084438e+00,6.077104175438560105e+02,0.000000000000000000e+00
4.249875000000000000e+03,6.358648772078215643e+02,-7.818115836545121988e-01,6.358595939546478348e+02,0.000000000000000000e+00
4.374875000000000000e+03,6.649451553882499866e+02,-4.536409042940192093e-01,6.646893113940393505e+02,0.000000000000000000e+00
